Gene,GO,UniProt
SHC3,GO:0045309,Q92529
SHC3,GO:0001784,Q92529
SHMT2,GO:0003723,P34897
SHMT2,GO:0003729,P34897
SHMT2,GO:0048027,P34897
SHOC2,GO:0019903,Q9UQ13
SHPRH,GO:0044389,Q149N8
SHPRH,GO:0031625,Q149N8
SHPRH,GO:0004386,Q149N8
SIAH1,GO:0008022,Q8IUQ4
SIDT2,GO:0003723,Q8NBJ9
SIDT2,GO:0003725,Q8NBJ9
SIK1,GO:0071889,P57059
SIKE1,GO:0031267,Q9BRV8
SIL1,GO:0051082,Q9H173
SIL1,GO:0060590,Q9H173
SIL1,GO:0000774,Q9H173
SIN3A,GO:0003723,Q96ST3
SIPA1L1,GO:0046875,O43166
SIRT1,GO:0008022,Q96EB6
SIRT1,GO:0002039,Q96EB6
SIRT1,GO:0043425,Q96EB6
SKI,GO:0044389,P12755
SKI,GO:0031625,P12755
SKI,GO:0046332,P12755
SKIL,GO:0046332,P12757
SKIV2L,GO:0003723,Q15477
SKIV2L,GO:0004386,Q15477
SKIV2L,GO:0003724,Q15477
SKP1,GO:0060090,P63208
SKP1,GO:0030674,P63208
SKP1,GO:0097602,P63208
SLA,GO:0004713,Q13239
SLA,GO:0004715,Q13239
SLA2,GO:0060090,Q9H6Q3
SLA2,GO:0047485,Q9H6Q3
SLA2,GO:0035591,Q9H6Q3
SLBP,GO:0003723,Q14493
SLBP,GO:0003729,Q14493
SLBP,GO:0036002,Q14493
SLC12A2,GO:0031072,P55011
SLC12A2,GO:0051087,P55011
SLC12A2,GO:0051879,P55011
SLC16A3,GO:0003723,O15427
SLC22A18,GO:0044389,Q96BI1
SLC22A18,GO:0031625,Q96BI1
SLC25A11,GO:0003723,Q02978
SLC25A17,GO:0051087,O43808
SLC25A5,GO:0003723,P05141
SLC25A5,GO:0044389,P05141
SLC25A5,GO:0031625,P05141
SLC30A9,GO:0030374,Q6PML9
SLC3A2,GO:0003723,H0YFS2
SLC3A2,GO:0050839,H0YFS2
SLC3A2,GO:0045296,H0YFS2
SLC3A2,GO:0003725,H0YFS2
SLC4A1AP,GO:0003723,Q9BWU0
SLC4A1AP,GO:0003729,Q9BWU0
SLC6A3,GO:0019903,Q01959
SLC6A3,GO:0002020,Q01959
SLC6A3,GO:0047485,Q01959
SLC9A1,GO:0060090,P19634
SLC9A1,GO:0030674,P19634
SLC9A1,GO:0019903,P19634
SLC9A3R1,GO:0047485,O14745
SLC9A3R2,GO:0050839,Q15599
SLC9A3R2,GO:0045296,Q15599
SLC9A3R2,GO:0008022,Q15599
SLFN11,GO:0003723,Q7Z7L1
SLFN11,GO:0004386,Q7Z7L1
SLIRP,GO:0003723,Q9GZT3
SLK,GO:0050839,Q9H2G2
SLK,GO:0045296,Q9H2G2
SLPI,GO:0003723,P03973
SLPI,GO:0003729,P03973
SLTM,GO:0003723,Q9NWH9
SLU7,GO:0003723,O95391
SLU7,GO:0036002,O95391
SMAD1,GO:0003723,Q15797
SMAD1,GO:0046332,Q15797
SMAD1,GO:0070411,Q15797
SMAD2,GO:0044389,Q15796
SMAD2,GO:0031625,Q15796
SMAD2,GO:0046332,Q15796
SMAD2,GO:0048156,Q15796
SMAD2,GO:0097718,Q15796
SMAD2,GO:0070411,Q15796
SMAD3,GO:0044389,H0YKE2
SMAD3,GO:0031625,H0YKE2
SMAD3,GO:0032182,H0YKE2
SMAD3,GO:0043130,H0YKE2
SMAD3,GO:0046332,H0YKE2
SMAD3,GO:0043425,H0YKE2
SMAD3,GO:0070411,H0YKE2
SMAD4,GO:0046332,Q13485
SMAD4,GO:0070411,Q13485
SMAD5,GO:0044389,Q99717
SMAD5,GO:0031625,Q99717
SMAD5,GO:0046332,Q99717
SMAD5,GO:0070411,Q99717
SMAD6,GO:0044389,O43541
SMAD6,GO:0031625,O43541
SMAD6,GO:0046332,O43541
SMAD6,GO:0070411,O43541
SMAD7,GO:0044389,O15105
SMAD7,GO:0031625,O15105
SMAD7,GO:0046332,O15105
SMAD7,GO:0070411,O15105
SMAD9,GO:0046332,O15198
SMAD9,GO:0070411,O15198
SMARCA1,GO:0004386,P28370
SMARCA1,GO:0008094,P28370
SMARCA2,GO:0004386,P51531
SMARCA2,GO:0008094,P51531
SMARCA4,GO:0003723,P51532
SMARCA4,GO:0004386,P51532
SMARCA4,GO:0047485,P51532
SMARCA4,GO:0008094,P51532
SMARCA4,GO:0002039,P51532
SMARCA4,GO:0001047,P51532
SMARCA4,GO:0001046,P51532
SMARCA4,GO:0070182,P51532
SMARCA5,GO:0004386,O60264
SMARCA5,GO:0008094,O60264
SMARCAD1,GO:0004386,F8W9M2
SMARCAD1,GO:0032182,F8W9M2
SMARCAD1,GO:0043130,F8W9M2
SMARCAD1,GO:0003678,F8W9M2
SMARCAD1,GO:0008094,F8W9M2
SMARCB1,GO:0002039,Q12824
SMARCB1,GO:0001047,Q12824
SMARCB1,GO:0001046,Q12824
SMARCC1,GO:0047485,Q58EY4
SMARCD1,GO:0060090,Q96GM5
SMARCE1,GO:0003723,Q969G3
SMARCE1,GO:0047485,Q969G3
SMC1A,GO:0003723,Q14683
SMC2,GO:0003697,O95347
SMC4,GO:0003697,Q9NTJ3
SMC6,GO:0044389,Q96SB8
SMC6,GO:0031625,Q96SB8
SMC6,GO:0004386,Q96SB8
SMC6,GO:0003697,Q96SB8
SMC6,GO:0003678,Q96SB8
SMC6,GO:0003684,Q96SB8
SMC6,GO:0008094,Q96SB8
SMG6,GO:0003723,Q86US8
SMG6,GO:0043021,Q86US8
SMG6,GO:0070182,Q86US8
SMN1,GO:0003723,Q16637
SMN2,GO:0003723,A0A1W2PRV5
SMNDC1,GO:0003723,O75940
SMURF1,GO:0046332,Q9HCE7
SMURF1,GO:0070411,Q9HCE7
SMURF2,GO:0046332,Q9HAU4
SMYD3,GO:0001098,Q9H7B4
SMYD3,GO:0001099,Q9H7B4
SMYD3,GO:0070063,Q9H7B4
SMYD3,GO:0000993,Q9H7B4
SNAP23,GO:0005484,O00161
SNAP25,GO:0005484,P60880
SNAP29,GO:0005484,O95721
SNAP47,GO:0005484,Q5SQN1
SNAPC3,GO:0001047,Q92966
SNAPC3,GO:0001046,Q92966
SNCA,GO:0031072,P37840
SNCA,GO:0051219,P37840
SNCA,GO:0048156,P37840
SNCA,GO:0019894,P37840
SNCAIP,GO:0044389,D6R9G8
SNCAIP,GO:0031625,D6R9G8
SND1,GO:0003723,Q7KZF4
SND1,GO:0050839,Q7KZF4
SND1,GO:0045296,Q7KZF4
SND1,GO:0043021,Q7KZF4
SNF8,GO:0008022,Q96H20
SNF8,GO:0047485,Q96H20
SNIP1,GO:0003723,Q8TAD8
SNIP1,GO:0003729,Q8TAD8
SNRNP200,GO:0003723,O75643
SNRNP200,GO:0004386,O75643
SNRNP200,GO:0003724,O75643
SNRNP40,GO:0003723,Q96DI7
SNRNP70,GO:0003723,P08621
SNRNP70,GO:0003729,P08621
SNRNP70,GO:0017069,P08621
SNRPA,GO:0003723,P09012
SNRPA,GO:0043021,P09012
SNRPA,GO:0017069,P09012
SNRPA1,GO:0003723,P09661
SNRPA1,GO:0017069,P09661
SNRPB,GO:0003723,P14678
SNRPB,GO:0043021,P14678
SNRPB2,GO:0003723,P08579
SNRPB2,GO:0043021,P08579
SNRPB2,GO:0017069,P08579
SNRPC,GO:0003723,P09234
SNRPC,GO:0003729,P09234
SNRPC,GO:0003727,P09234
SNRPC,GO:0036002,P09234
SNRPD1,GO:0003723,P62314
SNRPD1,GO:0043021,P62314
SNRPD2,GO:0003723,P62316
SNRPD2,GO:0043021,P62316
SNRPD3,GO:0003723,P62318
SNRPD3,GO:0017069,P62318
SNRPE,GO:0003723,P62304
SNRPF,GO:0003723,P62306
SNRPG,GO:0003723,P62308
SNRPN,GO:0003723,J3QLE5
SNTB2,GO:0003723,Q13425
SNW1,GO:0003723,Q13573
SNW1,GO:0046332,Q13573
SNX1,GO:0050839,Q13596
SNX1,GO:0045296,Q13596
SNX1,GO:0005158,Q13596
SNX17,GO:0008022,Q15036
SNX17,GO:0070325,Q15036
SNX17,GO:0050750,Q15036
SNX2,GO:0050839,O60749
SNX2,GO:0045296,O60749
SNX2,GO:0005158,O60749
SNX3,GO:0019903,O60493
SNX4,GO:0005158,O95219
SNX9,GO:0050839,Q9Y5X1
SNX9,GO:0045296,Q9Y5X1
SNX9,GO:0044389,Q9Y5X1
SNX9,GO:0031625,Q9Y5X1
SOCS2,GO:0060090,O14508
SOCS2,GO:0030674,O14508
SOCS2,GO:0035591,O14508
SOCS5,GO:0030971,O75159
SON,GO:0003723,P18583
SORBS1,GO:0032947,Q9BX66
SORBS1,GO:0030159,Q9BX66
SORBS1,GO:0005158,Q9BX66
SORBS2,GO:0003723,O94875
SORBS2,GO:0060090,O94875
SORBS2,GO:0030674,O94875
SORBS3,GO:0017166,O60504
SP1,GO:0008022,P08047
SP1,GO:0043425,P08047
SPAG9,GO:0060090,O60271
SPAG9,GO:0035591,O60271
SPAG9,GO:0032947,O60271
SPAG9,GO:0019894,O60271
SPAG9,GO:0030159,O60271
SPATS2,GO:0003723,Q86XZ4
SPATS2L,GO:0003723,Q9NUQ6
SPCS1,GO:0043021,Q9Y6A9
SPCS1,GO:0043022,Q9Y6A9
SPEN,GO:0003723,Q96T58
SPG7,GO:0051082,Q9UQ90
SPHK1,GO:0019903,Q9NYA1
SPOP,GO:0044389,O43791
SPOP,GO:0031625,O43791
SPTAN1,GO:0050839,Q13813
SPTAN1,GO:0045296,Q13813
SPTBN1,GO:0003723,Q01082
SPTBN1,GO:0050839,Q01082
SPTBN1,GO:0045296,Q01082
SPTBN2,GO:0050839,O15020
SPTBN2,GO:0045296,O15020
SPTBN5,GO:0008022,Q9NRC6
SPTBN5,GO:0019894,Q9NRC6
SPTY2D1,GO:0070063,Q68D10
SQSTM1,GO:0044389,Q13501
SQSTM1,GO:0031625,Q13501
SQSTM1,GO:0032182,Q13501
SQSTM1,GO:0043130,Q13501
SQSTM1,GO:0030971,Q13501
SQSTM1,GO:0005080,Q13501
SRC,GO:0050839,P12931
SRC,GO:0045296,P12931
SRC,GO:0044389,P12931
SRC,GO:0031625,P12931
SRC,GO:0008022,P12931
SRC,GO:0004713,P12931
SRC,GO:0051219,P12931
SRC,GO:0004715,P12931
SRC,GO:0005080,P12931
SRC,GO:0046875,P12931
SRC,GO:0005158,P12931
SRCAP,GO:0004386,Q6ZRS2
SRFBP1,GO:0003723,Q8NEF9
SRGAP2,GO:0031267,O75044
SRI,GO:0002020,P30626
SRP14,GO:0003723,P37108
SRP14,GO:0005048,P37108
SRP19,GO:0003723,P09132
SRP19,GO:0043021,P09132
SRP19,GO:0043022,P09132
SRP54,GO:0003723,P61011
SRP54,GO:0043021,P61011
SRP54,GO:0005048,P61011
SRP68,GO:0003723,Q9UHB9
SRP68,GO:0043021,Q9UHB9
SRP68,GO:0043022,Q9UHB9
SRP68,GO:0005048,Q9UHB9
SRP72,GO:0003723,O76094
SRP72,GO:0043021,O76094
SRP72,GO:0043022,O76094
SRP9,GO:0003723,P49458
SRP9,GO:0043021,P49458
SRPK1,GO:0003723,Q96SB4
SRPK2,GO:0003723,P78362
SRPK2,GO:0071889,P78362
SRRM1,GO:0003723,Q8IYB3
SRRM2,GO:0003723,Q9UQ35
SRRM2,GO:0003729,Q9UQ35
SRRM2,GO:0047485,Q9UQ35
SRRT,GO:0003723,Q9BXP5
SRSF1,GO:0003723,J3KTL2
SRSF1,GO:0003729,J3KTL2
SRSF10,GO:0003723,O75494
SRSF10,GO:0051082,O75494
SRSF11,GO:0003723,Q05519
SRSF12,GO:0003723,Q8WXF0
SRSF12,GO:0051082,Q8WXF0
SRSF2,GO:0003723,Q01130
SRSF3,GO:0003723,P84103
SRSF3,GO:0003729,P84103
SRSF4,GO:0003723,Q08170
SRSF4,GO:0003729,Q08170
SRSF5,GO:0003723,Q13243
SRSF5,GO:0003729,Q13243
SRSF6,GO:0003723,Q13247
SRSF6,GO:0003729,Q13247
SRSF6,GO:0036002,Q13247
SRSF7,GO:0003723,Q16629
SRSF9,GO:0003723,Q13242
SS18,GO:0030374,Q15532
SSB,GO:0003723,P05455
SSB,GO:0003729,P05455
SSB,GO:0003727,P05455
SSBP1,GO:0003723,Q04837
SSBP1,GO:0003697,Q04837
SSRP1,GO:0003723,Q08945
ST13,GO:0060090,P50502
ST13,GO:0030674,P50502
ST13,GO:0051082,P50502
ST13,GO:0031072,P50502
ST13,GO:0051087,P50502
ST13P4,GO:0031072,Q8IZP2
ST13P5,GO:0031072,Q8NFI4
STAM,GO:0044389,Q92783
STAP1,GO:0060090,Q9ULZ2
STAP1,GO:0030674,Q9ULZ2
STAP1,GO:0051219,Q9ULZ2
STAP1,GO:0030971,Q9ULZ2
STAP1,GO:0045309,Q9ULZ2
STAP1,GO:0001784,Q9ULZ2
STAP1,GO:0035591,Q9ULZ2
STAP1,GO:0005068,Q9ULZ2
STAT1,GO:0050839,P42224
STAT1,GO:0045296,P42224
STAT1,GO:0044389,P42224
STAT1,GO:0001047,P42224
STAT1,GO:0001046,P42224
STAT2,GO:0044389,P52630
STAT3,GO:0003723,P40763
STAT3,GO:0019903,P40763
STAT6,GO:0019903,P42226
STAU1,GO:0003723,O95793
STAU1,GO:0019903,O95793
STAU1,GO:0003725,O95793
STAU2,GO:0003723,Q9NUL3
STAU2,GO:0003725,Q9NUL3
STIM1,GO:0002020,Q13586
STIP1,GO:0003723,P31948
STIP1,GO:0008022,P31948
STIP1,GO:0031072,P31948
STIP1,GO:0051087,P31948
STIP1,GO:0051879,P31948
STK24,GO:0050839,Q5U0E6
STK24,GO:0045296,Q5U0E6
STK38,GO:0050839,A0A024RD18
STK38,GO:0045296,A0A024RD18
STOM,GO:0070063,P27105
STRAP,GO:0003723,Q9Y3F4
STRBP,GO:0003723,Q96SI9
STRBP,GO:0003725,Q96SI9
STRBP,GO:0003727,Q96SI9
STRN,GO:0019903,Q3B874
STRN3,GO:0031267,G3V340
STRN3,GO:0019903,G3V340
STUB1,GO:0044389,Q9UNE7
STUB1,GO:0031625,Q9UNE7
STUB1,GO:0060090,Q9UNE7
STUB1,GO:0030674,Q9UNE7
STUB1,GO:0031072,Q9UNE7
STUB1,GO:0051087,Q9UNE7
STUB1,GO:0046332,Q9UNE7
STUB1,GO:0048156,Q9UNE7
STUB1,GO:0051879,Q9UNE7
STUB1,GO:0051787,Q9UNE7
STX10,GO:0005484,O60499
STX12,GO:0005484,Q86Y82
STX16,GO:0005484,O14662
STX17,GO:0019903,P56962
STX17,GO:0005484,P56962
STX18,GO:0005484,Q9P2W9
STX2,GO:0005484,P32856
STX3,GO:0005484,A0A0C4DGE4
STX4,GO:0005484,Q12846
STX5,GO:0050839,Q13190
STX5,GO:0045296,Q13190
STX5,GO:0047485,Q13190
STX5,GO:0005484,Q13190
STX6,GO:0005484,O43752
STX7,GO:0005484,O15400
STX8,GO:0044389,Q9UNK0
STX8,GO:0031625,Q9UNK0
STX8,GO:0005484,Q9UNK0
SUB1,GO:0003723,P53999
SUB1,GO:0003697,P53999
SUCLG1,GO:0003723,P53597
SUGP1,GO:0003723,Q8IWZ8
SUGP2,GO:0003723,Q8IX01
SUMO1,GO:0003723,P63165
SUMO1,GO:0044389,P63165
SUMO1,GO:0031625,P63165
SUMO1,GO:0002020,P63165
SUMO1,GO:1990381,P63165
SUMO2,GO:0003723,P61956
SUMO2,GO:0044389,P61956
SUMO2,GO:0031625,P61956
SUMO3,GO:0044389,P55854
SUPT16H,GO:0003723,Q9Y5B9
SUPT5H,GO:0003723,O00267
SUPT5H,GO:0003729,O00267
SUPT6H,GO:0003723,Q7KZ85
SURF6,GO:0003723,O75683
SUV39H1,GO:0047485,O43463
SUZ12,GO:0001224,Q15022
SYBU,GO:0019894,Q9NX95
SYK,GO:0050839,P43405
SYK,GO:0004713,P43405
SYK,GO:0051219,P43405
SYK,GO:0045309,P43405
SYK,GO:0004715,P43405
SYK,GO:0001784,P43405
SYNCRIP,GO:0003723,O60506
SYNCRIP,GO:0003729,O60506
SYNCRIP,GO:0048027,O60506
SYNE1,GO:0003723,Q8NF91
SYNJ1,GO:0003723,O43426
SYNJ2,GO:0003723,O15056
SYNPO2,GO:0060090,Q9UMS6
SYNPO2,GO:0030674,Q9UMS6
SYNPO2,GO:0071889,Q9UMS6
SYT1,GO:0008022,P21579
SYT1,GO:0070325,P21579
SYT1,GO:0050750,P21579
SYT11,GO:0044389,Q9BT88
SYT11,GO:0031625,Q9BT88
SYT11,GO:0031369,Q9BT88
SYVN1,GO:0051082,Q86TM6
SYVN1,GO:0002020,Q86TM6
SYVN1,GO:0051087,Q86TM6
SYVN1,GO:1990381,Q86TM6
TAB2,GO:0032182,Q9NYJ8
TAB2,GO:0043130,Q9NYJ8
TAB3,GO:0032182,Q8N5C8
TAB3,GO:0043130,Q8N5C8
TACC1,GO:0030374,O75410
TACC1,GO:0046966,O75410
TACO1,GO:0003723,Q9BSH4
TACO1,GO:0003729,Q9BSH4
TACO1,GO:0043021,Q9BSH4
TACO1,GO:0019843,Q9BSH4
TACO1,GO:0043022,Q9BSH4
TADA3,GO:0030374,O75528
TAF1,GO:0002039,P21675
TAF1,GO:0001047,P21675
TAF1,GO:0001046,P21675
TAF15,GO:0003723,Q92804
TAF1B,GO:0001047,Q53T94
TAF1B,GO:0001046,Q53T94
TAF1C,GO:0001047,Q15572
TAF1C,GO:0001046,Q15572
TAF4,GO:0001047,O00268
TAF4,GO:0001046,O00268
TAF7,GO:0001098,Q15545
TAF7,GO:0001099,Q15545
TAF7,GO:0046966,Q15545
TAF7,GO:0001091,Q15545
TAF9,GO:0002039,Q16594
TANK,GO:0044389,Q92844
TANK,GO:0031625,Q92844
TANK,GO:0016504,Q92844
TAOK1,GO:0048156,Q7L7X3
TAP1,GO:0043531,Q03518
TAPBP,GO:0051082,O15533
TARBP1,GO:0003723,Q13395
TARBP2,GO:0003723,Q15633
TARBP2,GO:0047485,Q15633
TARBP2,GO:0003725,Q15633
TARBP2,GO:0061980,Q15633
TARBP2,GO:0036002,Q15633
TARBP2,GO:0035198,Q15633
TARDBP,GO:0003723,Q13148
TARDBP,GO:0003729,Q13148
TARDBP,GO:0036002,Q13148
TARS2,GO:0004812,Q9BW92
TARS2,GO:0016875,Q9BW92
TAX1BP3,GO:0008022,O14907
TBC1D10A,GO:0050839,Q9BXI6
TBC1D10A,GO:0045296,Q9BXI6
TBC1D20,GO:0031267,Q96BZ9
TBC1D22B,GO:0071889,Q9NU19
TBC1D7,GO:0031267,Q9P0N9
TBCA,GO:0003723,E5RIW3
TBCA,GO:0051087,E5RIW3
TBCD,GO:0051087,Q9BTW9
TBCE,GO:0051087,Q15813
TBK1,GO:0019903,Q9UHD2
TBK1,GO:0051219,Q9UHD2
TBL1XR1,GO:0047485,Q9BZK7
TBL2,GO:0003723,Q9Y4P3
TBL2,GO:0051219,Q9Y4P3
TBL2,GO:0031369,Q9Y4P3
TBL3,GO:0003723,Q12788
TBL3,GO:0030515,Q12788
TBP,GO:0001098,P20226
TBP,GO:0001099,P20226
TBP,GO:0001047,P20226
TBP,GO:0001046,P20226
TBP,GO:0001091,P20226
TBRG4,GO:0003723,Q969Z0
TCAP,GO:0060090,O15273
TCAP,GO:0030674,O15273
TCERG1,GO:0003723,O14776
TCERG1,GO:0070063,O14776
TCF12,GO:0046332,Q99081
TCF12,GO:0043425,Q99081
TCF21,GO:0043425,O43680
TCF3,GO:0043425,P15923
TCF4,GO:0008022,P15884
TCF4,GO:0001098,P15884
TCF4,GO:0001099,P15884
TCF4,GO:0001091,P15884
TCP1,GO:0003723,P17987
TCP1,GO:0044389,P17987
TCP1,GO:0031625,P17987
TCP1,GO:0051082,P17987
TCP1,GO:0044183,P17987
TDG,GO:0032182,Q13569
TDG,GO:0003684,Q13569
TDG,GO:0032183,Q13569
TDP1,GO:0003697,Q9NUW8
TDP2,GO:0003697,O95551
TDRD12,GO:0004386,Q587J7
TDRD12,GO:0003724,Q587J7
TEAD2,GO:0097718,Q15562
TEFM,GO:0003723,Q96QE5
TELO2,GO:0060090,H3BU45
TELO2,GO:0031072,H3BU45
TELO2,GO:0051879,H3BU45
TENM1,GO:0050839,Q9UKZ4
TENM2,GO:0050839,F8VNQ3
TENM3,GO:0050839,Q9P273
TERF1,GO:0003697,P54274
TERF2,GO:0008022,Q15554
TERF2,GO:0003697,Q15554
TERF2IP,GO:0003697,Q9NYB0
TES,GO:0003723,A4D0U5
TES,GO:0050839,A4D0U5
TES,GO:0045296,A4D0U5
TF,GO:0140104,P02787
TFB2M,GO:0003723,Q9H5Q4
TFRC,GO:0003723,P02786
TFRC,GO:0003725,P02786
TGFB1I1,GO:0046332,O43294
TGFB1I1,GO:0070411,O43294
TGFBI,GO:0050839,Q15582
TGFBR1,GO:0046332,P36897
TGFBR1,GO:0070411,P36897
TGFBR2,GO:0046332,P37173
TGFBR3,GO:0046332,Q03167
TGIF1,GO:0046332,Q15583
THAP5,GO:0002020,Q7Z6K1
THBS1,GO:0050839,P07996
THOC1,GO:0003723,Q96FV9
THOC3,GO:0003723,Q96J01
THOC5,GO:0003723,Q13769
THOC5,GO:0003729,Q13769
THOC6,GO:0003723,Q86W42
THRAP3,GO:0003723,Q9Y2W1
THRAP3,GO:0051219,Q9Y2W1
THRAP3,GO:0030374,Q9Y2W1
THRAP3,GO:0046966,Q9Y2W1
THRB,GO:0001224,P10828
THUMPD1,GO:0003723,Q9NXG2
THUMPD2,GO:0003723,Q9BTF0
TIA1,GO:0003723,P31483
TIA1,GO:0003729,P31483
TIA1,GO:0003727,P31483
TIA1,GO:0070717,P31483
TIA1,GO:0008143,P31483
TIAL1,GO:0003723,Q01085
TIAM1,GO:0030971,Q13009
TIMM10,GO:0051087,P62072
TIMM17A,GO:0008565,Q99595
TIMM17B,GO:0008565,O60830
TIMM23,GO:0008565,O14925
TIMM44,GO:0051087,O43615
TIMM50,GO:0003723,Q3ZCQ8
TIMM50,GO:0043021,Q3ZCQ8
TIMM9,GO:0051087,Q9Y5J7
TIMP1,GO:0002020,P01033
TJP1,GO:0050839,Q07157
TJP1,GO:0045296,Q07157
TJP2,GO:0050839,Q9UDY2
TJP2,GO:0045296,Q9UDY2
TJP2,GO:0060090,Q9UDY2
TJP2,GO:0030674,Q9UDY2
TJP3,GO:0050839,O95049
TLN1,GO:0050839,Q9Y490
TLN1,GO:0045296,Q9Y490
TLN1,GO:0017166,Q9Y490
TLR3,GO:0003723,O15455
TLR3,GO:0003725,O15455
TLR7,GO:0003723,Q9NYK1
TLR7,GO:0003725,Q9NYK1
TLR7,GO:0003727,Q9NYK1
TLR7,GO:0061980,Q9NYK1
TMED10,GO:0008565,P49755
TMF1,GO:0030374,P82094
TMPO,GO:0050839,P42167
TMPO,GO:0045296,P42167
TMSB4X,GO:0003723,P62328
TNF,GO:0002020,P01375
TNFAIP3,GO:0008022,P21580
TNFAIP3,GO:0002020,P21580
TNFAIP3,GO:0032182,P21580
TNFAIP3,GO:0043130,P21580
TNFRSF10A,GO:0002020,O00220
TNFRSF1B,GO:0044389,Q8IVS6
TNFRSF1B,GO:0031625,Q8IVS6
TNK1,GO:0004713,Q13470
TNK1,GO:0004715,Q13470
TNK2,GO:0044389,Q07912
TNK2,GO:0031625,Q07912
TNK2,GO:0004713,Q07912
TNK2,GO:0004715,Q07912
TNK2,GO:0004712,Q07912
TNKS1BP1,GO:0050839,Q9C0C2
TNKS1BP1,GO:0045296,Q9C0C2
TNPO1,GO:0003723,Q92973
TNPO1,GO:0140104,Q92973
TNPO1,GO:0005048,Q92973
TNPO1,GO:0140142,Q92973
TNPO1,GO:0008139,Q92973
TNPO1,GO:0061608,Q92973
TNPO2,GO:0140104,O14787
TNPO2,GO:0005048,O14787
TNPO2,GO:0140142,O14787
TNPO2,GO:0008139,O14787
TNPO2,GO:0061608,O14787
TNPO3,GO:0031267,Q9Y5L0
TNPO3,GO:0140104,Q9Y5L0
TNPO3,GO:0140142,Q9Y5L0
TNPO3,GO:0061608,Q9Y5L0
TNRC6A,GO:0003723,Q8NDV7
TNRC6B,GO:0003723,Q9UPQ9
TNRC6C,GO:0003723,Q9HCJ0
TNS1,GO:0003723,E9PF55
TOB1,GO:0046332,P50616
TOB1,GO:0030971,P50616
TOLLIP,GO:0044389,Q9H0E2
TOLLIP,GO:0031625,Q9H0E2
TOLLIP,GO:0032182,Q9H0E2
TOLLIP,GO:0043130,Q9H0E2
TOLLIP,GO:0032183,Q9H0E2
TOM1L1,GO:0032182,O75674
TOM1L1,GO:0043130,O75674
TOMM20,GO:0051082,Q15388
TOMM20,GO:0005048,Q15388
TOMM20,GO:0008565,Q15388
TOMM22,GO:0008565,Q9NS69
TOMM40,GO:0008565,O96008
TOP1,GO:0003723,P11387
TOP1,GO:0003697,P11387
TOP2A,GO:0003723,P11388
TOP2A,GO:0008022,P11388
TOP2A,GO:0032182,P11388
TOP2A,GO:0043130,P11388
TOP2A,GO:0008094,P11388
TOP2A,GO:0005080,P11388
TOP2B,GO:0008022,Q02880
TOP2B,GO:0008094,Q02880
TOP2B,GO:0005080,Q02880
TOP3A,GO:0003697,Q13472
TOP3B,GO:0003723,O95985
TOPBP1,GO:0008022,Q92547
TOPORS,GO:0019789,Q9NS56
TOR1A,GO:0051082,O14656
TOR1A,GO:0051787,O14656
TOR1A,GO:0019894,O14656
TOR1AIP1,GO:0060590,Q5JTV8
TOR1AIP1,GO:0001671,Q5JTV8
TOR1AIP2,GO:0060590,Q8NFQ8
TOR1AIP2,GO:0001671,Q8NFQ8
TOR1B,GO:0019894,O14657
TP53,GO:0003723,P04637
TP53,GO:0044389,P04637
TP53,GO:0031625,P04637
TP53,GO:0003729,P04637
TP53,GO:0019903,P04637
TP53,GO:0002020,P04637
TP53,GO:0051087,P04637
TP53,GO:0047485,P04637
TP53,GO:0030971,P04637
TP53,GO:0002039,P04637
TP53,GO:0001098,P04637
TP53,GO:0001099,P04637
TP53,GO:0001047,P04637
TP53,GO:0001046,P04637
TP53,GO:0097718,P04637
TP53,GO:0001091,P04637
TP53BP1,GO:0003684,Q12888
TP53BP1,GO:0002039,Q12888
TP53BP2,GO:0002039,Q13625
TP53BP2,GO:0051059,Q13625
TP63,GO:0003684,Q9H3D4
TP63,GO:0002039,Q9H3D4
TP73,GO:0002039,O15350
TPD52L2,GO:0003723,O43399
TPI1,GO:0044389,P60174
TPI1,GO:0031625,P60174
TPR,GO:0003723,P12270
TPR,GO:0003729,P12270
TPR,GO:0031072,P12270
TPR,GO:0017056,P12270
TPT1,GO:0003723,P13693
TRA2A,GO:0003723,Q13595
TRA2B,GO:0003723,P62995
TRA2B,GO:0003729,P62995
TRA2B,GO:0036002,P62995
TRADD,GO:0060090,Q15628
TRADD,GO:0030674,Q15628
TRADD,GO:0030971,Q15628
TRADD,GO:0035591,Q15628
TRADD,GO:0005068,Q15628
TRAF1,GO:0044389,Q13077
TRAF1,GO:0031625,Q13077
TRAF2,GO:0044389,Q12933
TRAF2,GO:0031625,Q12933
TRAF2,GO:0060090,Q12933
TRAF2,GO:0030674,Q12933
TRAF2,GO:0019903,Q12933
TRAF3,GO:0044389,Q13114
TRAF3,GO:0031625,Q13114
TRAF3,GO:0019903,Q13114
TRAF4,GO:0044389,Q9BUZ4
TRAF4,GO:0031625,Q9BUZ4
TRAF6,GO:0044389,Q9Y4K3
TRAF6,GO:0031625,Q9Y4K3
TRAF6,GO:0047485,Q9Y4K3
TRAK2,GO:0019894,O60296
TRAP1,GO:0003723,Q12931
TRAP1,GO:0051082,Q12931
TREX1,GO:0003697,Q9NSU2
TRIB3,GO:0044389,Q96RU7
TRIB3,GO:0031625,Q96RU7
TRIB3,GO:0055106,Q96RU7
TRIM21,GO:0003723,P19474
