Gene,GO,UniProt
RAD51,GO:0003678,Q06609
RAD51,GO:0008094,Q06609
RAD51,GO:0070182,Q06609
RAD51AP1,GO:0003723,Q96B01
RAD51AP1,GO:0003697,Q96B01
RAD51B,GO:0003697,O15315
RAD51B,GO:0008094,O15315
RAD51C,GO:0008094,H7C1R0
RAD54L2,GO:0004386,Q9Y4B4
RAD54L2,GO:0003678,Q9Y4B4
RAE1,GO:0003723,P78406
RAE1,GO:0032182,P78406
RAE1,GO:0043130,P78406
RAF1,GO:0004709,P04049
RALA,GO:0044389,P11233
RALA,GO:0031625,P11233
RALB,GO:0044389,P11234
RALB,GO:0031625,P11234
RALBP1,GO:0031267,Q15311
RALY,GO:0003723,Q9UKM9
RAN,GO:0003723,P62826
RAN,GO:0050839,P62826
RAN,GO:0045296,P62826
RAN,GO:0140104,P62826
RAN,GO:0140142,P62826
RANBP1,GO:0050839,F6WQW2
RANBP1,GO:0045296,F6WQW2
RANBP2,GO:0003723,P49792
RANBP2,GO:0031267,P49792
RANBP2,GO:0019789,P49792
RANBP6,GO:0140104,O60518
RANBP6,GO:0005048,O60518
RANBP6,GO:0140142,O60518
RANBP6,GO:0008139,O60518
RANBP6,GO:0061608,O60518
RANGAP1,GO:0003723,P46060
RANGAP1,GO:0050839,P46060
RANGAP1,GO:0045296,P46060
RANGAP1,GO:0044389,P46060
RANGAP1,GO:0031625,P46060
RANGAP1,GO:0031267,P46060
RAP1A,GO:0031267,P62834
RAP1GAP,GO:0031267,P47736
RARS2,GO:0003723,Q5T160
RARS2,GO:0004812,Q5T160
RARS2,GO:0016875,Q5T160
RASA1,GO:0051219,P20936
RASA1,GO:0045309,P20936
RASA1,GO:0001784,P20936
RASGRP3,GO:0031267,Q8IV61
RB1,GO:0044389,P06400
RB1,GO:0031625,P06400
RB1,GO:0051219,P06400
RB1,GO:0097718,P06400
RB1CC1,GO:0060090,Q8TDY2
RBBP4,GO:0008094,Q09028
RBBP6,GO:0003723,Q7Z6E9
RBBP7,GO:0003723,Q16576
RBBP8,GO:0003697,Q99708
RBBP8,GO:0003684,Q99708
RBCK1,GO:0032182,Q9BYM8
RBCK1,GO:0043130,Q9BYM8
RBFOX1,GO:0003723,Q9NWB1
RBFOX1,GO:0003729,Q9NWB1
RBFOX1,GO:0008022,Q9NWB1
RBFOX2,GO:0003723,O43251
RBFOX2,GO:0003729,O43251
RBFOX3,GO:0003723,A6NFN3
RBFOX3,GO:0003729,A6NFN3
RBM10,GO:0003723,A0A0S2Z4W4
RBM10,GO:0061980,A0A0S2Z4W4
RBM10,GO:0035198,A0A0S2Z4W4
RBM12B,GO:0003723,Q8IXT5
RBM14,GO:0003723,Q96PK6
RBM14,GO:0003729,Q96PK6
RBM14,GO:0030374,Q96PK6
RBM15B,GO:0003723,Q8NDT2
RBM17,GO:0003723,Q96I25
RBM19,GO:0003723,Q9Y4C8
RBM22,GO:0003723,Q9NW64
RBM22,GO:0017069,Q9NW64
RBM22,GO:0036002,Q9NW64
RBM22,GO:0017070,Q9NW64
RBM25,GO:0003723,P49756
RBM25,GO:0003729,P49756
RBM27,GO:0003723,Q9P2N5
RBM28,GO:0003723,Q9NW13
RBM3,GO:0003723,P98179
RBM3,GO:0043021,P98179
RBM39,GO:0003723,Q14498
RBM4,GO:0003723,Q9BWF3
RBM4,GO:0003729,Q9BWF3
RBM4,GO:0061980,Q9BWF3
RBM4,GO:0036002,Q9BWF3
RBM4,GO:0035198,Q9BWF3
RBM41,GO:0003723,Q96IZ5
RBM41,GO:0017069,Q96IZ5
RBM41,GO:0036002,Q96IZ5
RBM44,GO:0003723,Q6ZP01
RBM45,GO:0003723,Q8IUH3
RBM47,GO:0003723,A0AV96
RBM47,GO:0003729,A0AV96
RBM4B,GO:0003723,Q9BQ04
RBM4B,GO:0003729,Q9BQ04
RBM5,GO:0003723,P52756
RBM5,GO:0003729,P52756
RBM6,GO:0003723,P78332
RBM8A,GO:0003723,Q9Y5S9
RBM8A,GO:0003729,Q9Y5S9
RBMS1,GO:0003723,P29558
RBMS1,GO:0003729,P29558
RBMS1,GO:0003697,P29558
RBMS1,GO:0003727,P29558
RBMS1,GO:0070717,P29558
RBMS1,GO:0008143,P29558
RBMS2,GO:0003723,Q15434
RBMS2,GO:0003729,Q15434
RBMS2,GO:0003727,Q15434
RBMS2,GO:0070717,Q15434
RBMS2,GO:0008143,Q15434
RBMX,GO:0003723,P38159
RBMX,GO:0003729,P38159
RBMX,GO:0003727,P38159
RBMX2,GO:0003723,Q9Y388
RBMXL1,GO:0003723,Q96E39
RBMXL2,GO:0003723,O75526
RBMXL2,GO:0003729,O75526
RBMXL2,GO:0017069,O75526
RBMXL3,GO:0003723,Q8N7X1
RBMXL3,GO:0003729,Q8N7X1
RBMXL3,GO:0017069,Q8N7X1
RBMY1F,GO:0003723,Q15415
RBPJ,GO:0047485,Q06330
RBPMS,GO:0003723,Q93062
RBPMS,GO:0003729,Q93062
RBPMS,GO:0003727,Q93062
RBPMS,GO:0070717,Q93062
RBPMS,GO:0008143,Q93062
RBPMS2,GO:0003723,Q6ZRY4
RBPMS2,GO:0003729,Q6ZRY4
RBX1,GO:0044389,P62877
RBX1,GO:0031625,P62877
RBX1,GO:0097602,P62877
RC3H2,GO:0003723,Q9HBD1
RC3H2,GO:0003729,Q9HBD1
RC3H2,GO:0003725,Q9HBD1
RCC1,GO:0031267,P18754
RCC2,GO:0003723,A5PLK7
RCC2,GO:0031267,A5PLK7
RCHY1,GO:0002039,Q96PM5
RDX,GO:0003723,B0YJ88
RDX,GO:0050839,B0YJ88
RDX,GO:0045296,B0YJ88
RECQL,GO:0004386,P46063
RECQL,GO:0003678,P46063
RECQL4,GO:0004386,O94761
RECQL4,GO:0003678,O94761
RECQL4,GO:0003684,O94761
RECQL5,GO:0004386,O94762
RECQL5,GO:0003678,O94762
RECQL5,GO:0001098,O94762
RECQL5,GO:0001099,O94762
RECQL5,GO:0070063,O94762
RECQL5,GO:0000993,O94762
RELA,GO:0044389,Q04206
RELA,GO:0031625,Q04206
RELA,GO:0047485,Q04206
RELA,GO:0001047,Q04206
RELA,GO:0001046,Q04206
RELA,GO:0051059,Q04206
RELA,GO:0001224,Q04206
REPIN1,GO:0003723,E5RK52
RET,GO:0004713,P07949
REV1,GO:0003684,Q9UBZ9
REXO4,GO:0003723,Q9GZR2
REXO4,GO:0003697,Q9GZR2
RFC2,GO:0004386,P35250
RFC2,GO:0003678,P35250
RFC2,GO:0008094,P35250
RFC3,GO:0004386,P40938
RFC3,GO:0003678,P40938
RFC3,GO:0008094,P40938
RFC4,GO:0004386,P35249
RFC4,GO:0003678,P35249
RFC4,GO:0008094,P35249
RFC5,GO:0004386,P40937
RFC5,GO:0003678,P40937
RFC5,GO:0008094,P40937
RFTN1,GO:0003723,Q14699
RFTN1,GO:0003725,Q14699
RGP1,GO:0031267,Q92546
RGPD8,GO:0031267,O14715
RHBDD2,GO:0002020,Q6NTF9
RHBDD2,GO:0051787,Q6NTF9
RHBDD2,GO:1990381,Q6NTF9
RICTOR,GO:0043021,Q6R327
RICTOR,GO:0043022,Q6R327
RIMS1,GO:0003723,Q86UR5
RIMS1,GO:0031267,Q86UR5
RING1,GO:0055106,Q06587
RIOK3,GO:0002020,O14730
RIPK1,GO:0044389,Q13546
RIPK1,GO:0031625,Q13546
RIPK1,GO:0004709,Q13546
RIPK2,GO:0004713,O43353
RIPK2,GO:0002020,O43353
RIPK2,GO:0004715,O43353
RIPK2,GO:0004709,O43353
RNASEH1,GO:0003723,O60930
RNASEH1,GO:0016891,O60930
RNASEL,GO:0003723,Q05823
RNASEL,GO:0043021,Q05823
RNASEL,GO:0019843,Q05823
RNASET2,GO:0003723,O00584
RNF111,GO:0032182,Q6ZNA4
RNF111,GO:0046332,Q6ZNA4
RNF111,GO:0032183,Q6ZNA4
RNF125,GO:0002039,Q96EQ8
RNF168,GO:0032182,Q8IYW5
RNF168,GO:0043130,Q8IYW5
RNF31,GO:0044389,Q96EP0
RNF31,GO:0031625,Q96EP0
RNF31,GO:0032182,Q96EP0
RNF31,GO:0043130,Q96EP0
RNF4,GO:0032182,P78317
RNF4,GO:0030374,P78317
RNF4,GO:0032183,P78317
RNF40,GO:0003723,O75150
RNF40,GO:0044389,O75150
RNF40,GO:0031625,O75150
RNF40,GO:0003729,O75150
RNF41,GO:0031267,Q9H4P4
RNF41,GO:0030971,Q9H4P4
RNF7,GO:0097602,Q9UBF6
RNF8,GO:0044389,O76064
RNF8,GO:0031625,O76064
RNF8,GO:0032182,O76064
RNF8,GO:0043130,O76064
RNFT1,GO:0032182,Q5M7Z0
RNFT1,GO:0043130,Q5M7Z0
RNMT,GO:0003723,O43148
RNPC3,GO:0003723,Q96LT9
RNPC3,GO:0017069,Q96LT9
RNPC3,GO:0036002,Q96LT9
RNPS1,GO:0003723,Q15287
RNPS1,GO:0003729,Q15287
ROCK1,GO:0048156,Q13464
ROCK2,GO:0003723,O75116
ROCK2,GO:0048156,O75116
ROS1,GO:0019903,Q5H8Y1
ROS1,GO:0004713,Q5H8Y1
RP2,GO:0051082,O75695
RPA1,GO:0003697,P27694
RPA1,GO:0003684,P27694
RPA2,GO:0044389,P15927
RPA2,GO:0031625,P15927
RPA2,GO:0019903,P15927
RPA2,GO:0003697,P15927
RPA2,GO:0047485,P15927
RPA2,GO:0003684,P15927
RPA3,GO:0003697,P35244
RPA3,GO:0003684,P35244
RPAP2,GO:0070063,Q8IXW5
RPF1,GO:0003723,Q9H9Y2
RPF1,GO:0019843,Q9H9Y2
RPF2,GO:0003723,Q9H7B2
RPF2,GO:0019843,Q9H7B2
RPL10,GO:0003723,F8W7C6
RPL10,GO:0003735,F8W7C6
RPL10A,GO:0003723,P62906
RPL10A,GO:0003735,P62906
RPL10L,GO:0003735,Q96L21
RPL11,GO:0003723,P62913
RPL11,GO:0044389,P62913
RPL11,GO:0031625,P62913
RPL11,GO:0003735,P62913
RPL11,GO:0019843,P62913
RPL11,GO:0055106,P62913
RPL12,GO:0003723,P30050
RPL12,GO:0003735,P30050
RPL12,GO:0019843,P30050
RPL13,GO:0003723,A8K4C8
RPL13,GO:0003735,A8K4C8
RPL13A,GO:0003723,Q8J015
RPL13A,GO:0003729,Q8J015
RPL13A,GO:0003735,Q8J015
RPL14,GO:0003723,Q6IPH7
RPL14,GO:0050839,Q6IPH7
RPL14,GO:0045296,Q6IPH7
RPL14,GO:0003735,Q6IPH7
RPL15,GO:0003723,P61313
RPL15,GO:0050839,P61313
RPL15,GO:0045296,P61313
RPL15,GO:0003735,P61313
RPL17,GO:0003723,A0A087WWH0
RPL17,GO:0003735,A0A087WWH0
RPL18,GO:0003723,Q07020
RPL18,GO:0003735,Q07020
RPL18A,GO:0003723,Q02543
RPL18A,GO:0003735,Q02543
RPL19,GO:0003723,J3QR09
RPL19,GO:0003735,J3QR09
RPL21,GO:0003723,P46778
RPL21,GO:0003735,P46778
RPL22,GO:0003723,P35268
RPL22,GO:0003735,P35268
RPL22L1,GO:0003723,Q6P5R6
RPL22L1,GO:0003735,Q6P5R6
RPL23,GO:0003723,P62829
RPL23,GO:0044389,P62829
RPL23,GO:0031625,P62829
RPL23,GO:0003735,P62829
RPL23,GO:0019843,P62829
RPL23,GO:0055106,P62829
RPL23A,GO:0003723,P62750
RPL23A,GO:0050839,P62750
RPL23A,GO:0045296,P62750
RPL23A,GO:0003735,P62750
RPL23A,GO:0019843,P62750
RPL24,GO:0003723,C9JXB8
RPL24,GO:0050839,C9JXB8
RPL24,GO:0045296,C9JXB8
RPL24,GO:0003735,C9JXB8
RPL26,GO:0003723,P61254
RPL26,GO:0003729,P61254
RPL26,GO:0003735,P61254
RPL26,GO:0048027,P61254
RPL26L1,GO:0003723,Q9UNX3
RPL26L1,GO:0003735,Q9UNX3
RPL27,GO:0003723,P61353
RPL27,GO:0003735,P61353
RPL27A,GO:0003723,Q6NZ52
RPL27A,GO:0003735,Q6NZ52
RPL28,GO:0003723,P46779
RPL28,GO:0003735,P46779
RPL29,GO:0003723,P47914
RPL29,GO:0050839,P47914
RPL29,GO:0045296,P47914
RPL29,GO:0003735,P47914
RPL3,GO:0003723,G5E9G0
RPL3,GO:0003735,G5E9G0
RPL3,GO:0019843,G5E9G0
RPL30,GO:0003723,P62888
RPL30,GO:0003729,P62888
RPL30,GO:0003735,P62888
RPL31,GO:0003723,C9JU56
RPL31,GO:0003735,C9JU56
RPL32,GO:0003723,P62910
RPL32,GO:0003735,P62910
RPL34,GO:0003723,P49207
RPL34,GO:0050839,P49207
RPL34,GO:0045296,P49207
RPL34,GO:0003735,P49207
RPL35,GO:0003723,P42766
RPL35,GO:0003729,P42766
RPL35,GO:0003735,P42766
RPL35A,GO:0003723,P18077
RPL35A,GO:0003735,P18077
RPL36,GO:0003723,Q9Y3U8
RPL36,GO:0003735,Q9Y3U8
RPL36A,GO:0003723,P83881
RPL36A,GO:0003735,P83881
RPL37,GO:0003723,P61927
RPL37,GO:0003735,P61927
RPL37,GO:0019843,P61927
RPL37A,GO:0003723,P61513
RPL37A,GO:0003735,P61513
RPL38,GO:0003723,J3QL01
RPL38,GO:0003735,J3QL01
RPL39,GO:0003723,P62891
RPL39,GO:0003735,P62891
RPL39L,GO:0003735,Q96EH5
RPL39P5,GO:0003735,Q59GN2
RPL3L,GO:0003723,Q92901
RPL3L,GO:0003735,Q92901
RPL4,GO:0003723,P36578
RPL4,GO:0003735,P36578
RPL41,GO:0003723,P62945
RPL41,GO:0003729,P62945
RPL41,GO:0003735,P62945
RPL41,GO:0048027,P62945
RPL5,GO:0003723,P46777
RPL5,GO:0044389,P46777
RPL5,GO:0031625,P46777
RPL5,GO:0003729,P46777
RPL5,GO:0003735,P46777
RPL5,GO:0019843,P46777
RPL5,GO:0048027,P46777
RPL5,GO:0055106,P46777
RPL6,GO:0003723,Q02878
RPL6,GO:0050839,Q02878
RPL6,GO:0045296,Q02878
RPL6,GO:0003735,Q02878
RPL7,GO:0003723,P18124
RPL7,GO:0003729,P18124
RPL7,GO:0003735,P18124
RPL7A,GO:0003723,P62424
RPL7A,GO:0050839,P62424
RPL7A,GO:0045296,P62424
RPL7A,GO:0003735,P62424
RPL7L1,GO:0003723,Q6DKI1
RPL7L1,GO:0003735,Q6DKI1
RPL8,GO:0003723,P62917
RPL8,GO:0003735,P62917
RPL8,GO:0019843,P62917
RPL9,GO:0003723,P32969
RPL9,GO:0003735,P32969
RPL9,GO:0019843,P32969
RPLP0,GO:0003723,P05388
RPLP0,GO:0003735,P05388
RPLP0,GO:0019843,P05388
RPLP1,GO:0003735,Q6ICQ4
RPLP1,GO:0043021,Q6ICQ4
RPLP2,GO:0003735,P05387
RPN1,GO:0003723,Q6IBR0
RPN2,GO:0043021,P04844
RPN2,GO:0043022,P04844
RPP21,GO:0003723,A0A096LP39
RPP21,GO:0016891,A0A096LP39
RPP30,GO:0003723,P78346
RPP30,GO:0016891,P78346
RPP38,GO:0003723,P78345
RPP38,GO:0016891,P78345
RPP40,GO:0003723,O75818
RPP40,GO:0016891,O75818
RPRD2,GO:0001098,Q5VT52
RPRD2,GO:0001099,Q5VT52
RPRD2,GO:0070063,Q5VT52
RPRD2,GO:0000993,Q5VT52
RPS10,GO:0003723,P46783
RPS10,GO:0003735,P46783
RPS11,GO:0003723,P62280
RPS11,GO:0003735,P62280
RPS11,GO:0019843,P62280
RPS12,GO:0003723,P25398
RPS12,GO:0003735,P25398
RPS13,GO:0003723,P62277
RPS13,GO:0003729,P62277
RPS13,GO:0003735,P62277
RPS13,GO:0019843,P62277
RPS13,GO:0048027,P62277
RPS14,GO:0003723,P62263
RPS14,GO:0003729,P62263
RPS14,GO:0003735,P62263
RPS14,GO:0019843,P62263
RPS14,GO:0048027,P62263
RPS15,GO:0003723,P62841
RPS15,GO:0003735,P62841
RPS15A,GO:0003723,P62244
RPS15A,GO:0003735,P62244
RPS16,GO:0003723,P62249
RPS16,GO:0003735,P62249
RPS17,GO:0003723,P08708
RPS17,GO:0003735,P08708
RPS18,GO:0003723,P62269
RPS18,GO:0003735,P62269
RPS18,GO:0019843,P62269
RPS19,GO:0003723,P39019
RPS19,GO:0003735,P39019
RPS19BP1,GO:0003723,Q86WX3
RPS2,GO:0003723,P15880
RPS2,GO:0050839,P15880
RPS2,GO:0045296,P15880
RPS2,GO:0003729,P15880
RPS2,GO:0003735,P15880
RPS20,GO:0003723,P60866
RPS20,GO:0003735,P60866
RPS21,GO:0003723,P63220
RPS21,GO:0003735,P63220
RPS21,GO:0047485,P63220
RPS23,GO:0003723,P62266
RPS23,GO:0003735,P62266
RPS24,GO:0003723,P62847
RPS24,GO:0003735,P62847
RPS24,GO:0031369,P62847
RPS25,GO:0003723,P62851
RPS25,GO:0003735,P62851
RPS26,GO:0003723,P62854
RPS26,GO:0050839,P62854
RPS26,GO:0045296,P62854
RPS26,GO:0003729,P62854
RPS26,GO:0003735,P62854
RPS27,GO:0003723,P42677
RPS27,GO:0003735,P42677
RPS27A,GO:0003723,P62979
RPS27A,GO:0044389,P62979
RPS27A,GO:0031625,P62979
RPS27A,GO:0003735,P62979
RPS27L,GO:0003723,Q71UM5
RPS27L,GO:0003735,Q71UM5
RPS27L,GO:0016504,Q71UM5
RPS28,GO:0003723,P62857
RPS28,GO:0003735,P62857
RPS29,GO:0003735,P62273
RPS3,GO:0003723,P23396
RPS3,GO:0003729,P23396
RPS3,GO:0003735,P23396
RPS3,GO:0031072,P23396
RPS3,GO:0003684,P23396
RPS3,GO:0019843,P23396
RPS3,GO:0051879,P23396
RPS3A,GO:0003723,P61247
RPS3A,GO:0003729,P61247
RPS3A,GO:0003735,P61247
RPS3A,GO:0048027,P61247
RPS4X,GO:0003723,P62701
RPS4X,GO:0003735,P62701
RPS4X,GO:0019843,P62701
RPS5,GO:0003723,P46782
RPS5,GO:0003729,P46782
RPS5,GO:0003735,P46782
RPS5,GO:0019843,P46782
RPS6,GO:0003723,P62753
RPS6,GO:0003735,P62753
RPS6KA1,GO:0004712,Q15418
RPS6KA2,GO:0004712,Q15349
RPS7,GO:0003723,P62081
RPS7,GO:0003729,P62081
RPS7,GO:0003735,P62081
RPS7,GO:0003727,P62081
RPS7,GO:0048027,P62081
RPS7,GO:0055106,P62081
RPS8,GO:0003723,Q5JR95
RPS8,GO:0003735,Q5JR95
RPS9,GO:0003723,P46781
RPS9,GO:0003735,P46781
RPS9,GO:0019843,P46781
RPSA,GO:0003723,A0A0C4DG17
RPSA,GO:0003735,A0A0C4DG17
RPSA,GO:0043021,A0A0C4DG17
RPSA,GO:0043022,A0A0C4DG17
RPTOR,GO:0060090,Q8N122
RPTOR,GO:0030674,Q8N122
RPTOR,GO:0071889,Q8N122
RRBP1,GO:0003723,Q9P2E9
RRN3,GO:0070063,Q9NYV6
RRN3,GO:0001047,Q9NYV6
RRN3,GO:0001046,Q9NYV6
RRP1,GO:0003723,P56182
RRP12,GO:0003723,Q5JTH9
RRP1B,GO:0003723,Q14684
RRP36,GO:0003723,Q96EU6
RRP7A,GO:0003723,Q9Y3A4
RRP8,GO:0003723,O43159
RRP9,GO:0003723,O43818
RRP9,GO:0030515,O43818
RRS1,GO:0003723,Q15050
RRS1,GO:0019843,Q15050
RSAD1,GO:0051539,Q9HA92
RSAD2,GO:0051539,Q8WXG1
RSL1D1,GO:0003723,O76021
RSL1D1,GO:0050839,O76021
RSL1D1,GO:0045296,O76021
RSL1D1,GO:0003729,O76021
RSL1D1,GO:0048027,O76021
RSL24D1,GO:0003723,Q9UHA3
RSL24D1,GO:0003735,Q9UHA3
RSRC2,GO:0003723,Q7L4I2
RTCB,GO:0003723,Q9Y3I0
RTCB,GO:0017166,Q9Y3I0
RTKN,GO:0031267,Q9BST9
RTN4,GO:0003723,Q9NQC3
RTN4,GO:0050839,Q9NQC3
RTN4,GO:0045296,Q9NQC3
RTN4,GO:0044389,Q9NQC3
RTN4,GO:0031625,Q9NQC3
RUSC2,GO:0031267,Q8N2Y8
RUVBL1,GO:0050839,Q9Y265
RUVBL1,GO:0045296,Q9Y265
RUVBL1,GO:0004386,Q9Y265
RUVBL1,GO:0003678,Q9Y265
RUVBL1,GO:0001098,Q9Y265
RUVBL1,GO:0001099,Q9Y265
RUVBL1,GO:0043531,Q9Y265
RUVBL1,GO:0001091,Q9Y265
RUVBL2,GO:0004386,Q9Y230
RUVBL2,GO:0051082,Q9Y230
RUVBL2,GO:0003678,Q9Y230
RUVBL2,GO:0001098,Q9Y230
RUVBL2,GO:0001099,Q9Y230
RUVBL2,GO:0001047,Q9Y230
RUVBL2,GO:0001046,Q9Y230
RUVBL2,GO:0043531,Q9Y230
RUVBL2,GO:0001091,Q9Y230
S100A16,GO:0003723,Q96FQ6
S1PR3,GO:0050839,Q99500
SACS,GO:0031072,Q9NZJ4
SACS,GO:0051087,Q9NZJ4
SAE1,GO:0008022,Q9UBE0
SAMD4A,GO:0003723,Q9UPU9
SAMD4A,GO:0003729,Q9UPU9
SAMD4B,GO:0003723,Q8IXP7
SAMD4B,GO:0003729,Q8IXP7
SAMHD1,GO:0003723,Q9Y3Z3
SAMHD1,GO:0003697,Q9Y3Z3
SAP18,GO:0003723,O00422
SARM1,GO:0060090,Q6SZW1
SARM1,GO:0035591,Q6SZW1
SARS2,GO:0003723,Q9NP81
SARS2,GO:0004812,Q9NP81
SARS2,GO:0016875,Q9NP81
SART1,GO:0003723,O43290
SART3,GO:0003723,Q15020
SART3,GO:0002020,Q15020
SART3,GO:0017069,Q15020
SART3,GO:1990381,Q15020
SART3,GO:0017070,Q15020
SASH1,GO:0060090,O94885
SASH1,GO:0008022,O94885
SAV1,GO:0046332,Q9H4B6
SAV1,GO:0032947,Q9H4B6
SAV1,GO:0030159,Q9H4B6
SCAF1,GO:0003723,Q9H7N4
SCAF1,GO:0001098,Q9H7N4
SCAF1,GO:0001099,Q9H7N4
SCAF1,GO:0070063,Q9H7N4
SCAF1,GO:0000993,Q9H7N4
SCAF4,GO:0003723,O95104
SCAF4,GO:0008022,O95104
SCAF4,GO:0051219,O95104
SCAF4,GO:0045309,O95104
SCAF4,GO:0001098,O95104
SCAF4,GO:0001099,O95104
SCAF4,GO:0070063,O95104
SCAF4,GO:0000993,O95104
SCAMP3,GO:0044389,O14828
SCAMP3,GO:0031625,O14828
SCAP,GO:0051082,Q12770
SCFD1,GO:0047485,Q8WVM8
SCLT1,GO:0008022,Q96NL6
SCN5A,GO:0044389,Q14524
SCN5A,GO:0031625,Q14524
SCO1,GO:0140104,O75880
SCO2,GO:0140104,O43819
SCRIB,GO:0050839,Q14160
SCRIB,GO:0045296,Q14160
SCYL1,GO:0050839,Q96KG9
SCYL1,GO:0045296,Q96KG9
SCYL1,GO:0004713,Q96KG9
SDC1,GO:0008022,P18827
SDC4,GO:0005080,P31431
SDCBP,GO:0060090,O00560
SDCBP,GO:0030674,O00560
SDCBP,GO:0047485,O00560
SDCBP2,GO:0008022,Q9H190
SDE2,GO:0003684,Q6IQ49
SDF2,GO:0051787,Q99470
SDF2L1,GO:0051087,Q9HCN8
SDF2L1,GO:0051787,Q9HCN8
SDHB,GO:0051539,P21912
SEC22B,GO:0005484,O75396
SEC23IP,GO:0003723,Q9Y6Y8
SEC61A1,GO:0043021,P61619
SEC61A1,GO:0043022,P61619
SEC61A1,GO:0005048,P61619
SEC61A1,GO:0008565,P61619
SEC61B,GO:0003723,P60468
SEC61G,GO:0008565,P60059
SEC63,GO:0003723,Q9UGP8
SEC63,GO:0008565,Q9UGP8
SECISBP2,GO:0003723,Q96T21
SECISBP2,GO:0003729,Q96T21
SECISBP2,GO:0043021,Q96T21
SEMA7A,GO:0050839,O75326
SEMG2,GO:0002020,Q6IRW3
SEPSECS,GO:0003723,Q9HD40
SERBP1,GO:0003723,Q8NC51
SERBP1,GO:0050839,Q8NC51
SERBP1,GO:0045296,Q8NC51
SERBP1,GO:0003729,Q8NC51
SERBP1,GO:0032182,Q8NC51
SERBP1,GO:0032183,Q8NC51
SERINC1,GO:0060090,Q9NRX5
SERINC1,GO:0030674,Q9NRX5
SERPINA1,GO:0002020,A0A0G2JRN3
SERPINB3,GO:0002020,P29508
SERPINB4,GO:0002020,P48594
SERPINB6,GO:0002020,A0A024QZX3
SERPINB9,GO:0002020,P50453
SERPINC1,GO:0002020,P01008
SERPINE1,GO:0002020,P05121
SERPINH1,GO:0003723,A0A024R5K8
SERPINH1,GO:0051082,A0A024R5K8
SETD1A,GO:0003723,O15047
SETMAR,GO:0003697,Q53H47
SETX,GO:0003723,Q7Z333
SETX,GO:0004386,Q7Z333
SETX,GO:0003678,Q7Z333
SF1,GO:0003723,Q15637
SF1,GO:0003729,Q15637
SF1,GO:0036002,Q15637
SF3A1,GO:0003723,A0A024R1K8
SF3A2,GO:0003723,Q15428
SF3A3,GO:0003723,Q12874
SF3B1,GO:0003723,O75533
SF3B1,GO:0003729,O75533
SF3B2,GO:0003723,Q13435
SF3B3,GO:0003723,Q15393
SF3B3,GO:0017069,Q15393
SF3B4,GO:0003723,Q5SZ64
SF3B5,GO:0003723,Q9BWJ5
SFN,GO:0050839,P31947
SFN,GO:0045296,P31947
SFN,GO:0051219,P31947
SFPQ,GO:0003723,P23246
SGK1,GO:0004712,O00141
SGSM3,GO:0031267,Q96HU1
SGTA,GO:0060090,O43765
SH2B1,GO:0060090,Q9NRF2
SH2B1,GO:0030674,Q9NRF2
SH2B1,GO:0030971,Q9NRF2
SH2B1,GO:0035591,Q9NRF2
SH2B1,GO:0005068,Q9NRF2
SH2B2,GO:0060090,O14492
SH2B2,GO:0030674,O14492
SH2B2,GO:0030971,O14492
SH2B2,GO:0035591,O14492
SH2B2,GO:0005068,O14492
SH2B3,GO:0060090,Q9UQQ2
SH2B3,GO:0030674,Q9UQQ2
SH2B3,GO:0030971,Q9UQQ2
SH2B3,GO:0035591,Q9UQQ2
SH2B3,GO:0032947,Q9UQQ2
SH2B3,GO:0030159,Q9UQQ2
SH2B3,GO:0005068,Q9UQQ2
SH2D1B,GO:0060090,O14796
SH2D1B,GO:0030674,O14796
SH2D3A,GO:0051219,Q9BRG2
SH2D3A,GO:0045309,Q9BRG2
SH2D3A,GO:0001784,Q9BRG2
SH3BP2,GO:0051219,P78314
SH3BP2,GO:0045309,P78314
SH3BP2,GO:0001784,P78314
SH3BP4,GO:0031267,Q9P0V3
SH3GL1,GO:0050839,Q99961
SH3GL1,GO:0045296,Q99961
SH3GL1,GO:0008022,Q99961
SH3GL2,GO:0008022,Q99962
SH3GL3,GO:0008022,Q99963
SH3GLB1,GO:0050839,Q9Y371
SH3GLB1,GO:0045296,Q9Y371
SH3GLB2,GO:0050839,Q9NR46
SH3GLB2,GO:0045296,Q9NR46
SH3PXD2A,GO:0060090,Q5TCZ1
SH3PXD2A,GO:0002020,Q5TCZ1
SH3RF1,GO:0060090,Q7Z6J0
SH3RF1,GO:0035591,Q7Z6J0
SH3RF1,GO:0032947,Q7Z6J0
SHANK1,GO:0008022,Q9Y566
SHANK1,GO:0032947,Q9Y566
SHANK1,GO:0030159,Q9Y566
SHANK2,GO:0032947,Q9UPX8
SHANK2,GO:0030159,Q9UPX8
SHANK3,GO:0008022,Q9BYB0
SHANK3,GO:0032947,Q9BYB0
SHANK3,GO:0030159,Q9BYB0
SHARPIN,GO:0032182,Q9H0F6
SHARPIN,GO:0043130,Q9H0F6
SHC1,GO:0060090,P29353
SHC1,GO:0030674,P29353
SHC1,GO:0051219,P29353
SHC1,GO:0030971,P29353
SHC1,GO:0045309,P29353
SHC1,GO:0001784,P29353
SHC1,GO:0035591,P29353
SHC1,GO:0046875,P29353
SHC1,GO:0005158,P29353
SHC1,GO:0005068,P29353
SHC2,GO:0030971,P98077
SHC3,GO:0051219,Q92529
SHC3,GO:0030971,Q92529
